variant,date,code,name,action,underlying_v31_action,valuation_confidence,tradable_today,execution_blocked_not_tradable,sell_confirmation_count,price_to_neutral,neutral_value,normalized_earnings,realistic_growth,market_implied_growth,expectation_gap
v32_candidate,2019-03-29,002415,海康威视,CORE_ONLY,CORE_ONLY,MEDIUM,True,False,2,2.074045756938789,13.678579609484132,1.0682345974851533,0.0,0.1817359631100011,-0.1817359631100011
v32_candidate,2019-03-29,600536,中国软件,HOLD_REVIEW,CORE_ONLY,INVALID,True,False,0,41.1953855062112,0.794263716625899,0.0620283688694288,0.0,0.9820349964401532,-0.9820349964401532
v32_candidate,2019-03-29,000895,双汇发展,BUY_A_LEVEL,BUY_A_LEVEL,HIGH,True,False,0,0.675219808250986,21.87435827491281,1.3278220168498862,0.0614027129806207,0.0,0.0614027129806207
v32_candidate,2019-03-29,600188,兖矿能源,HOLD_REVIEW,HOLD_REVIEW,INVALID,True,False,0,,57.46285147672906,1.3818280241790524,0.3,0.0,0.3
v32_candidate,2019-03-29,600580,卧龙电驱,CORE_ONLY,CORE_ONLY,MEDIUM,True,False,2,2.522139403740586,2.775421528888648,0.2167477460677518,0.0,0.2326602655361468,-0.2326602655361468
v32_candidate,2019-03-29,600809,山西汾酒,BUY_FULL_MARGIN,BUY_FULL_MARGIN,MEDIUM,True,False,0,0.3328565408266227,59.36491423881175,1.4275675508619163,0.3,0.018833033534436,0.2811669664655639
v32_candidate,2019-04-30,601766,中国中车,CORE_ONLY,CORE_ONLY,MEDIUM,True,False,2,1.7337827984569136,3.9566663172027536,0.2953339233854428,0.0109238245538545,0.1474241285382639,-0.1365003039844094
v32_candidate,2019-04-30,002444,巨星科技,BUY_A_LEVEL,BUY_A_LEVEL,MEDIUM,True,False,0,0.700288410220128,14.037073663563913,0.66,0.1250917714377426,0.0366696282594427,0.0884221431782999
v32_candidate,2019-04-30,002415,海康威视,REDUCE_50,REDUCE_50,HIGH,True,False,2,1.497179888110454,17.659868536819005,1.1461207568847844,0.044975286314641,0.1456789068161468,-0.1007036205015057
v32_candidate,2019-04-30,600536,中国软件,HOLD_REVIEW,CORE_ONLY,LOW,True,False,0,23.97351580285934,1.217176497596555,0.0916173139275233,0.0088962092806297,0.9169480645209728,-0.9080518552403432
