variant,date,code,name,action,underlying_v31_action,valuation_confidence,sell_confirmation_count,price_to_neutral,neutral_value,normalized_earnings,realistic_growth,market_implied_growth,expectation_gap
current_v31_baseline,2024-07-31,600031,三一重工,CORE_ONLY,CORE_ONLY,MEDIUM,0,2.327073391893705,6.5747818926971195,0.5134604388183885,0.0,0.21158254722925823,-0.21158254722925823
current_v31_baseline,2024-07-31,002008,大族激光,CORE_ONLY,CORE_ONLY,LOW,0,3.4315891246968064,6.256576536358196,0.4886100537308429,0.0,0.31491914175230595,-0.31491914175230595
current_v31_baseline,2024-07-31,002920,德赛西威,HOLD,HOLD,MEDIUM,0,0.9074052945965533,102.53411629184626,2.465671502290234,0.3,0.27390804899928156,0.026091951000718427
current_v31_baseline,2024-07-31,600588,用友网络,CORE_ONLY,CORE_ONLY,INVALID,0,42.849011183834186,0.27888624894355607,0.02177974237016554,0.0,0.9880582889556708,-0.9880582889556708
current_v31_baseline,2024-07-31,600519,贵州茅台,HOLD,HOLD,HIGH,0,0.8970211108107053,1469.6644082417806,58.08500000000001,0.1692768992190259,0.1415401368920272,0.027736762326998676
current_v31_baseline,2024-07-31,601088,中国神华,BUY_FULL_MARGIN,BUY_FULL_MARGIN,HIGH,0,0.5024834416746206,71.2859310958051,2.9804999999999997,0.1548778495812584,0.0,0.1548778495812584
current_v31_baseline,2024-07-31,601877,正泰电器,BUY_STAGED,BUY_STAGED,MEDIUM,0,0.8370020298353991,21.61285081179253,1.6878649426022223,0.0,0.0,0.0
current_v31_baseline,2024-07-31,600276,恒瑞医药,CORE_ONLY,CORE_ONLY,MEDIUM,0,5.275138759089046,7.925857860698264,0.6189733015610133,0.0,0.4343929978012425,-0.4343929978012425
current_v31_baseline,2024-08-30,600031,三一重工,CORE_ONLY,CORE_ONLY,MEDIUM,0,2.3472406780528283,6.505510978391593,0.5080506967711012,0.0,0.21383383675441958,-0.21383383675441958
current_v31_baseline,2024-08-30,002008,大族激光,CORE_ONLY,CORE_ONLY,LOW,0,3.0827575990344442,6.065997536055725,0.4737267041807128,0.0,0.2859811275557206,-0.2859811275557206
